formula,gfa
B15Fe75.3Si9.7,1
B16Fe74Si10,1
B17.5Fe73Si9.5,1
B17.8Fe74.9Si7.3,1
B20Fe67Si13,1
B14Fe79Si7,1
B12Fe82Si6,1
B12Fe83Si5,1
B12Fe84Si4,1
B13Fe82Si5,1
B13Fe83Si4,1
B13Fe84Si3,1
B14Fe82Si4,1
B14Fe84Si2,1
B15Fe84Si1,1
B16Fe83Si1,1
B17Fe82Si1,1
B7Fe78Si15,1
B16.5Fe82Sn1.5,1
B19Fe81Sn0,1
B10Fe83Ta7,1
B14Fe86Ta0,1
B10Fe20Ti70,1
B16Fe80.64Ti3.36,1
B16Fe83.2Ti0.8,1
B16Fe84Ti0,1
B20Fe75Ti5,1
B20Fe76Ti4,1
B19Fe81Ti0,1
B10Fe83Ti7,1
B11Fe82Ti7,1
B14Fe86Ti0,1
B20Fe75V5,1
B20Fe78V2,1
B12Fe78V10,1
B12Fe83V5,1
B14Fe71V15,1
B14Fe76V10,1
B14Fe81V5,1
B16Fe69V15,1
B16Fe74V10,1
B16Fe79V5,1
B10Fe80V10,0
B10Fe85V5,0
B4Fe86V10,0
B4Fe91V5,0
B6Fe84V10,0
B6Fe89V5,0
B8Fe82V10,0
B8Fe87V5,0
B10Fe75V15,0
B12Fe73V15,0
B19Fe81V0,1
B21Fe75V4,1
B14Fe79V7,1
B14Fe86V0,1
B9Fe6W85,1
B9Fe91W0,1
B17Fe80.5W2.5,1
B25Fe5W70,1
B25Fe75W0,1
B20Fe72W8,1
B20Fe73.5W6.5,1
B20Fe76W4,1
B20Fe77.5W2.5,1
B20Fe79W1,1
B12Fe81W7,1
B14Fe79W7,1
B14Fe86W0,1
B0Fe88Zr12,1
B0Fe89Zr11,1
B0Fe90Zr10,1
B0Fe91Zr9,1
B2Fe85Zr13,1
B2Fe88Zr10,1
B3Fe85Zr12,1
B4Fe86Zr10,1
B4Fe88Zr8,1
B5Fe80Zr15,1
B5Fe83Zr12,1
B5Fe85Zr10,1
B7Fe85Zr8,1
B8Fe80Zr12,1
B8Fe82Zr10,1
B8Fe85Zr7,1
B9Fe86Zr5,1
B10Fe75Zr15,1
B10Fe78Zr12,1
B10Fe80Zr10,1
B10Fe82Zr8,1
B10Fe85Zr5,1
B10Fe87Zr3,1
B12Fe78Zr10,1
B12Fe80Zr8,1
B12Fe88Zr0,1
B13Fe72Zr15,1
B13Fe75Zr12,1
B13Fe82Zr5,1
B14Fe78Zr8,1
B14Fe80Zr6,1
B15Fe75Zr10,1
B15Fe78Zr7,1
B15Fe80Zr5,1
B15Fe82Zr3,1
B15Fe83Zr2,1
B16Fe78Zr6,1
B16Fe80Zr4,1
B17Fe75Zr8,1
B17Fe78Zr5,1
B17Fe80Zr3,1
B18Fe80Zr2,1
B19Fe78Zr3,1
B20Fe70Zr10,1
B20Fe72Zr8,1
B20Fe75Zr5,1
B20Fe80Zr0,1
B22Fe68Zr10,1
B22Fe70Zr8,1
B22Fe73Zr5,1
B22Fe75Zr3,1
B22Fe78Zr0,1
B25Fe70Zr5,1
B3Fe82Zr15,0
B7Fe88Zr5,0
B10Fe88Zr2,0
B0Fe87Zr13,0
B0Fe92Zr8,0
B5Fe90Zr5,0
B8Fe90Zr2,0
B0Fe92Zr8,1
B1Fe90Zr9,1
B1Fe92Zr7,1
B1.5Fe92Zr6.5,1
B2Fe90Zr8,1
B2.5Fe92Zr5.5,1
B3Fe90Zr7,1
B3.5Fe92Zr4.5,1
B4Fe90Zr6,1
B0Fe24Zr76,1
B0Fe30Zr70,1
B4Fe23Zr73,1
B6Fe22.6Zr71.4,1
B8Fe22Zr70,1
B12Fe21Zr67,1
B17Fe20Zr63,1
B20Fe19Zr61,1
B25Fe18Zr57,1
B30Fe16.8Zr53.2,1
B6Fe84Zr10,1
B11Fe84Zr5,1
B15Fe79Zr6,1
B2Fe91Zr7,1
B4Fe89Zr7,1
B6Fe87Zr7,1
B12Fe81Zr7,1
B14Fe86Zr0,1
B16Fe77Zr7,1
B17Mo12.5Ni70.5,1
B17Mo14.5Ni68.5,1
B17Mo16.5Ni66.5,1
B10Mo80P10,1
B20Mo24Rh56,1
B10Mo70Si20,1
B7.5Mo70Si22.5,1
B10Mo75Si15,1
B12Mo71Si17,1
B12Mo78Si10,1
B15Mo70Si15,1
B15Mo75Si10,1
B17Mo73Si10,1
B17Mo75Si8,1
B17.5Mo70Si12.5,1
B20Mo67.5Si12.5,1
B20Mo70Si10,1
B20Mo72.5Si7.5,1
B20Mo75Si5,1
B22Mo68Si10,1
B22Mo70Si8,1
B25Mo65Si10,1
B20Mo65Si15,0
B5Mo70Si25,0
B5Mo75Si20,0
B5Mo80Si15,0
B5Mo85Si10,0
B5Mo90Si5,0
B10Mo65Si25,0
B10Mo80Si10,0
B10Mo85Si5,0
B10Mo90Si0,0
B15Mo65Si20,0
B15Mo80Si5,0
B15Mo85Si0,0
B20Mo60Si20,0
B20Mo77.5Si2.5,0
B20Mo80Si0,0
B25Mo60Si15,0
B25Mo70Si5,0
B25Mo75Si0,0
B30Mo60Si10,0
B30Mo70Si0,0
B17Nb5Ni78,1
B17Nb8Ni75,1
B17Nb10Ni73,1
B17Nb11.5Ni71.5,1
B17Nb16.5Ni66.5,1
B5Ni80P15,1
B10Ni80P10,1
B0Ni81.5P18.5,1
B1.8Ni81.5P16.7,1
B5.5Ni81.5P13,1
B11.1Ni81.5P7.4,1
B14.8Ni81.5P3.7,1
B16.7Ni81.5P1.8,1
B18.5Ni81.5P0,1
B6Ni80P14,1
B10Ni76P14,1
B12Ni74P14,1
B15Ni71P14,1
B2Ni81.5P16.5,1
B12Ni81.5P6.5,1
B15Ni81.5P3.5,1
B17Ni81.5P1.5,1
B18Ni80P2,1
B10Ni76Si14,1
B12Ni72Si16,1
B13Ni72Si15,1
B14Ni70Si16,1
B14Ni76Si10,1
B16Ni72Si12,1
B17Ni69Si14,1
B17Ni75Si8,1
B20Ni72Si8,1
B24Ni66Si10,1
B24Ni68Si8,1
B24Ni72Si4,1
B28Ni66Si6,1
B28Ni68Si4,1
B28Ni69Si3,1
B12Ni78Si10,0
B14Ni80Si6,0
B16Ni80Si4,0
B20Ni76Si4,0
B12Ni78Si10,1
B18Ni76Si6,1
B20Ni68Si12,1
B20Ni76Si4,1
B22Ni72Si6,1
B12Ni72Si16,0
B14Ni70Si16,0
B28Ni64Si8,0
B28Ni69Si3,0
B6Ni76Si18,0
B7.5Ni76.5Si16,0
B8Ni80Si12,0
B10Ni72Si18,0
B10Ni80Si10,0
B12Ni80Si8,0
B12Ni84Si4,0
B13Ni69Si18,0
B16Ni68Si16,0
B16Ni84Si0,0
B19Ni67Si14,0
B20Ni65Si15,0
B20Ni77.5Si2.5,0
B20Ni80Si0,0
B22Ni75.5Si2.5,0
B24Ni64Si12,0
B24Ni76Si0,0
B25Ni72.5Si2.5,0
B28Ni60Si12,0
B28Ni72Si0,0
B30Ni66Si4,0
B30Ni70Si0,0
B10Ni80Si10,1
B12Ni76Si12,1
B14Ni78Si8,1
B10Ni75Si15,1
B11Ni78Si11,1
B12.5Ni75Si12.5,1
B14Ni72Si14,1
B15Ni75Si10,1
B17Ni68Si15,1
B17.5Ni75Si7.5,1
B20Ni75Si5,1
B21Ni72Si7,1
B22.5Ni70Si7.5,1
B25.5Ni66Si8.5,1
B17Ni76Si7,1
B17Ni80Si3,1
B20Ni65Si15,1
B21Ni67Si12,1
B26Ni72Si2,1
B27Ni70Si3,1
B17Ni73Si10,1
B17Ni70Ta13,1
B17Ni71Ta12,1
B17Ni73Ta10,1
B8Ni30Ti62,1
B10Ni20Ti70,1
B18.2Ni78Ti3.8,1
B19.1Ni78.8Ti2.1,1
B17Ni66.5W16.5,1
B17Ni68.5W14.5,1
B17Ni70.5W12.5,1
B17Ni75W8,1
B17Ni73Zr10,1
B17Ni78Zr5,1
B0Ni67Zr33,1
B10Ni30Zr60,1
B16Ni28Zr56,1
B0Ni40Zr60,1
B2Ni38Zr60,1
B4Ni36Zr60,1
B6Ni34Zr60,1
B8Ni32Zr60,1
B16Ni24Zr60,1
B4Pd80Si16,1
B10Si20W70,1
Ba0Cu27La73,1
Ba0Cu37.5La62.5,1
Ba1Cu38La61,1
Ba2Cu27La71,1
Ba2Cu39La59,1
Ba3Cu40La57,1
Ba3Cu41La56,1
Ba4Cu27La69,1
Ba4Cu42La54,1
Ba4.5Cu27.5La68,1
Ba5Cu42La53,1
Ba7Cu28La65,1
Ba7Cu41.5La51.5,1
Ba7.5Cu29La63.5,1
Ba8Cu30La62,1
Ba8Cu40La52,1
Ba9Cu31La60,1
Ba9Cu39La52,1
Ba9.5Cu38La52.5,1
Ba10Cu32La58,1
Ba10Cu33.5La56.5,1
Ba10Cu35La55,1
Ba10Cu36.5La53.5,1
Ba67Cu5La28,1
Be43Hf5Zr52,1
Be43Hf25Zr32,1
Be43Hf54Zr3,1
Be30Nb0Zr70,1
Be30Nb5Zr65,1
Be32.5Nb2.5Zr65,1
Be32.5Nb5Zr62.5,1
Be35Nb0Zr65,1
Be35Nb2.5Zr62.5,1
Be35Nb5Zr60,1
Be35Nb10Zr55,1
Be40Nb0Zr60,1
Be45Nb0Zr55,1
Be50Nb0Zr50,1
Be20Nb10Zr70,0
Be20Nb15Zr65,0
Be20Nb20Zr60,0
Be25Nb10Zr65,0
Be25Nb15Zr60,0
Be32.5Nb0Zr67.5,1
Be32.5Nb4Zr63.5,1
Be0Si20Ti80,1
Be20Si10Ti70,1
Be25Si5Ti70,1
Be30Si5Ti65,1
Be35Si5Ti60,1
Be37Si0Ti63,1
Be38Si0Ti62,1
Be39Si0Ti61,1
Be40Si0Ti60,1
Be0Si15Ti85,0
Be0Si25Ti75,0
Be15Si10Ti75,0
Be15Si15Ti70,0
Be20Si5Ti75,0
Be20Si15Ti65,0
Be25Si10Ti65,0
Be30Si0Ti70,0
Be30Si10Ti60,0
Be35Si0Ti65,0
Be35Si10Ti55,0
Be40Si5Ti55,0
Be43Si0Ti57,0
Be45Si0Ti55,0
Be45Si5Ti50,0
Be10Si15Ti75,0
Be25Si15Ti60,0
Be30Si15Ti55,0
Be35Si15Ti50,0
Be40Si10Ti50,0
Be40Ti50Zr10,1
Be30Ti0Zr70,1
Be35Ti0Zr65,1
Be37.5Ti62.5Zr0,1
Be40Ti0Zr60,1
Be40Ti60Zr0,1
Be41Ti59Zr0,1
Be45Ti0Zr55,1
Be50Ti0Zr50,1
Be20Ti0Zr80,0
Be20Ti80Zr0,0
Be30Ti70Zr0,0
Be42Ti58Zr0,0
Be50Ti50Zr0,0
Be2.5Ti0Zr97.5,0
Be7.5Ti0Zr92.5,0
Be10Ti0Zr90,0
Be10Ti90Zr0,0
Be40Ti30Zr30,1
C16Co36Cr48,1
C18Co34Cr48,1
C18Co38Cr44,1
C18Co42Cr40,1
C18Co44Cr38,1
C18Co48Cr34,1
C18Co52Cr30,1
C18Co56Cr26,1
C20Co36Cr44,1
C20Co40Cr40,1
C20Co44Cr36,1
C20Co48Cr32,1
C20Co52Cr28,1
C22Co36Cr42,1
C22Co40Cr38,1
C22Co44Cr34,1
C16Co44Cr40,0
C16Co48Cr36,0
C22Co48Cr30,0
C14Co40Cr46,0
C16Co52Cr32,0
C16Co56Cr28,0
C16Co60Cr24,0
C18Co60Cr22,0
C20Co56Cr24,0
C22Co52Cr26,0
C16Co48Mo36,1
C16Co56Mo28,1
C16Co60Mo24,1
C16Co64Mo20,1
C16Co68Mo16,1
C16Co72Mo12,1
C18Co46Mo36,1
C18Co50Mo32,1
C18Co54Mo28,1
C18Co58Mo24,1
C18Co62Mo20,1
C18Co66Mo16,1
C18Co70Mo12,1
C18Co72Mo10,1
C20Co44Mo36,1
C20Co48Mo32,1
C20Co52Mo28,1
C20Co56Mo24,1
C20Co60Mo20,1
C20Co64Mo16,1
C20Co68Mo12,1
C20Co70Mo10,1
C22Co46Mo32,1
C22Co50Mo28,1
C22Co54Mo24,1
C22Co58Mo20,1
C22Co62Mo16,1
C22Co68Mo10,1
C14Co62Mo24,0
C16Co74Mo10,0
C14Co46Mo40,0
C14Co50Mo36,0
C14Co70Mo16,0
C14Co74Mo12,0
C14Co76Mo10,0
C18Co42Mo40,0
C18Co74Mo8,0
C10Co67.5Si22.5,1
C12.5Co65Si22.5,1
C12.5Co67.5Si20,1
C15Co67.5Si17.5,1
C17.5Co67.5Si15,1
C10Co67.5Si22.5,0
C10Co75Si15,0
C20Co70Si10,0
C0Co70Si30,0
C0Co75Si25,0
C0Co80Si20,0
C0Co85Si15,0
C0Co90Si10,0
C0Co95Si5,0
C0Co100Si0,0
C5Co70Si25,0
C5Co75Si20,0
C5Co80Si15,0
C10Co85Si5,0
C10Co90Si0,0
C15Co75Si10,0
C15Co80Si5,0
C15Co85Si0,0
C20Co75Si5,0
C20Co80Si0,0
C14Co72W14,1
C16Co70W14,1
C16Co72W12,1
C18Co70W12,1
C14Co66W20,0
C14Co70W16,0
C16Co64W20,0
C16Co68W16,0
C16Co74W10,0
C18Co62W20,0
C18Co66W16,0
C18Co68W14,0
C12Co68W20,0
C12Co74W14,0
C14Co76W10,0
C18Co58W24,0
C18Co72W10,0
C20Co68W12,0
C20Co70W10,0
C12.5Co72.5W15,1
C14Co70W16,1
C15Co70W15,1
C12.5Co67.5W20,0
C12.5Co70W17.5,0
C12.5Co72.5W15,0
C12.5Co75W12.5,0
C12.5Co77.5W10,0
C15Co65W20,0
C15Co67.5W17.5,0
C15Co75W10,0
C17.5Co65W17.5,0
C20Co60W20,0
C2.5Co95W2.5,0
C5Co80W15,0
C5Co85W10,0
C5Co90W5,0
C7.5Co77.5W15,0
C7.5Co82.5W10,0
C7.5Co85W7.5,0
C10Co70W20,0
C10Co75W15,0
C10Co80W10,0
C10Co82.5W7.5,0
C10Co87.5W2.5,0
C12.5Co80W7.5,0
C12.5Co85W2.5,0
C15Co77.5W7.5,0
C15Co80W5,0
C18Co74.5W7.5,0
C18Co77W5,0
C20Co65W15,0
C20Co75W5,0
C18Cr26Fe56,1
C18Cr28Fe54,1
C18Cr32Fe50,1
C18Cr36Fe46,1
C18Cr40Fe42,1
C18Cr30Fe52,1
C20Cr22Fe58,0
C5Cr5Fe90,0
C8Cr20Fe72,0
C8Cr40Fe52,0
C10Cr15Fe75,0
C13Cr40Fe47,0
C14Cr28Fe58,0
C14Cr40Fe46,0
C15Cr10Fe75,0
C18Fe66Mo16,1
C18Fe70Mo12,1
C18Fe62Mo20,1
C18Fe74Mo8,1
C6Fe76Mo18,1
C8Fe75Mo17,1
C12Fe71Mo17,1
C16Fe67Mo17,1
C20Fe63Mo17,1
C24Fe59Mo17,1
C2.5Fe82.5P15,1
C3.5Fe81.5P15,1
C4.5Fe80.5P15,1
C6.5Fe77.5P16,1
C6.5Fe78.5P15,1
C6.5Fe80.5P13,1
C6.5Fe82P11.5,1
C9Fe76P15,1
C10Fe75P15,1
C7Fe80P13,1
C8Fe77P15,1
C2.5Fe80P17.5,1
C5Fe75P20,1
C5Fe77.5P17.5,1
C5Fe80P15,1
C7.5Fe72.5P20,1
C7.5Fe75P17.5,1
C7.5Fe77.5P15,1
C7.5Fe80P12.5,1
C10Fe72.5P17.5,1
C10Fe77.5P12.5,1
C10Fe80P10,1
C12.5Fe72.5P15,1
C12.5Fe75P12.5,1
C12.5Fe77.5P10,1
C12.5Fe80P7.5,1
C15Fe72.5P12.5,1
C15Fe75P10,1
C15Fe77.5P7.5,1
C17.5Fe72.5P10,1
C17.5Fe75P7.5,1
C5Fe82.5P12.5,0
C7.5Fe82.5P10,0
C10Fe82.5P7.5,0
C15Fe80P5,0
C17.5Fe77.5P5,0
C2.5Fe85P12.5,0
C5Fe85P10,0
C7.5Fe85P7.5,0
C10Fe65Si25,1
C10Fe70Si20,1
C12.5Fe65Si22.5,1
C12.5Fe70Si17.5,1
C15Fe65Si20,1
C15Fe70Si15,1
C17.5Fe65Si17.5,1
C17.5Fe70Si12.5,1
C20Fe65Si15,1
C20Fe70Si10,1
C22.5Fe65Si12.5,1
C25Fe65Si10,1
C20Fe66W14,1
C20Fe68W12,1
C22Fe64W14,1
C22Fe66W12,1
C22Fe68W10,1
C5Fe79W16,0
C6Fe82W12,0
C6Fe86W8,0
C6Fe90W4,0
C7Fe79W14,0
C10Fe74W16,0
C10Fe78W12,0
C10Fe82W8,0
C10Fe86W4,0
C14Fe66W20,0
C14Fe70W16,0
C14Fe74W12,0
C14Fe78W8,0
C14Fe82W4,0
C16Fe80W4,0
C17Fe73W10,0
C18Fe62W20,0
C18Fe66W16,0
C18Fe68W14,0
C18Fe70W12,0
C18Fe74W8,0
C18Fe78W4,0
C20Fe64W16,0
C20Fe70W10,0
C20Fe72W8,0
C20Fe76W4,0
C22Fe62W16,0
C22Fe70W8,0
C22Fe74W4,0
C10Mo20Ni70,1
C12Mo20Ni68,1
C12Mo24Ni64,1
C14Mo20Ni66,1
C14Mo24Ni62,1
C16Mo20Ni64,1
C16Mo24Ni60,1
C10Mo24Ni66,0
C12Mo16Ni72,0
C12Mo28Ni60,0
C14Mo28Ni58,0
C16Mo16Ni68,0
C18Mo24Ni58,0
C18Mo28Ni54,0
C8Mo20Ni72,0
C8Mo28Ni64,0
C10Mo32Ni58,0
C12Mo12Ni76,0
C18Mo12Ni70,0
C18Mo16Ni66,0
C18Mo20Ni62,0
C0Nb80Si20,1
C1Nb80Si19,1
C2Nb80Si18,1
C4Nb80Si16,1
C6Nb80Si14,1
C8Nb80Si12,1
C12.5Ni65Si22.5,1
C12.5Ni67.5Si20,1
C15Ni67.5Si17.5,1
C17.5Ni67.5Si15,1
C0Ni80Si20,0
C0Ni85Si15,0
C0Ni90Si10,0
C0Ni95Si5,0
C0Ni1Si0,0
C5Ni70Si25,0
C5Ni75Si20,0
C5Ni80Si15,0
C5Ni85Si10,0
C5Ni90Si5,0
C5Ni95Si0,0
C10Ni65Si25,0
C10Ni67.5Si22.5,0
C10Ni70Si20,0
C10Ni75Si15,0
C10Ni80Si10,0
C10Ni85Si5,0
C10Ni90Si0,0
C12.5Ni67.5Si20,0
C15Ni67.5Si17.5,0
C15Ni70Si15,0
C15Ni75Si10,0
C15Ni80Si5,0
C15Ni85Si0,0
C20Ni70Si10,0
C20Ni75Si5,0
C20Ni80Si0,0
C0Si13Zr87,0
C0Si15Zr85,0
C0Si17Zr83,0
C3Si12Zr85,0
Ca0Cu27La73,1
Ca0Cu37La63,1
Ca1Cu27.5La71.5,1
Ca1Cu37.5La61.5,1
Ca1.5Cu27.5La71,1
Ca2Cu28La70,1
Ca2Cu37.5La60.5,1
Ca3Cu28.5La68.5,1
Ca3Cu37.5La59.5,1
Ca4Cu29La67,1
Ca4Cu37.5La58.5,1
Ca5Cu30La65,1
Ca5Cu37.5La57.5,1
Ca6Cu31La63,1
Ca6.5Cu37La56.5,1
Ca7Cu32La61,1
Ca7.5Cu36La56.5,1
Ca8Cu32.5La59.5,1
Ca8.5Cu33La58.5,1
Ca8.5Cu35La56.5,1
Ca9Cu33.5La57.5,1
Ca25Cu30Mg45,1
Ca50Cu20Mg30,1
Ca70Cu0Mg30,1
Ca70Cu10Mg20,1
Ca70Cu20Mg10,1
Ca70Cu30Mg0,1
Ca75Cu10Mg15,1
Ca7.5Cu5Mg87.5,1
Ca7.5Cu10Mg82.5,1
Ca5Cu10Mg85,0
Ca11Cu0Mg89,0
Ca5Cu5Mg90,0
Ca7.5Cu0Mg92.5,0
Ca60Ga0Mg40,1
Ca60Ga5Mg35,1
Ca60Ga10Mg30,1
Ca60Ga20Mg20,1
Ca60Ga30Mg10,1
Ca10Mg80Zn10,1
Ca10Mg85Zn5,1
Ca5Mg85Zn10,0
Ca7.5Mg82.5Zn10,0
Ca7.5Mg87.5Zn5,0
Ca10Mg90Zn0,0
Ca5Mg90Zn5,0
Ca7.5Mg92.5Zn0,0
Ce0Cu20Mg80,1
Ce0Cu30Mg70,1
Ce0Cu40Mg60,1
Ce5Cu10Mg85,1
Ce5Cu15Mg80,1
Ce5Cu20Mg75,1
Ce5Cu25Mg70,1
Ce5Cu30Mg65,1
Ce10Cu10Mg80,1
Ce10Cu15Mg75,1
Ce10Cu20Mg70,1
Ce10Cu25Mg65,1
Ce15Cu15Mg70,1
Ce15Cu20Mg65,1
Ce0Cu15Mg85,0
Ce15Cu25Mg60,0
Ce20Cu20Mg60,0
Ce0Cu10Mg90,0
Ce5Cu5Mg90,0
Ce10Cu5Mg85,0
Ce15Cu5Mg80,0
Ce15Cu10Mg75,0
Ce20Cu5Mg75,0
Ce20Cu10Mg70,0
Ce20Cu15Mg65,0
Ce20Cu25Mg55,0
Ce25Cu25Mg50,0
Ce5Mg75Ni20,1
Ce5Mg85Ni10,1
Ce10Mg60Ni30,1
Ce10Mg70Ni20,1
Ce10Mg72Ni18,1
Ce10Mg75Ni15,1
Ce10Mg80Ni10,1
Ce10Mg85Ni5,1
Ce15Mg75Ni10,1
Ce20Mg50Ni30,1
Ce20Mg60Ni20,1
Ce0Mg80Ni20,1
Ce0Mg85Ni15,1
Ce0Mg90Ni10,1
Ce5Mg90Ni5,0
Ce20Mg40Ni40,0
Ce20Mg70Ni10,0
Ce30Mg40Ni30,0
Ce0Mg70Ni30,0
Ce10Mg90Ni0,0
Ce3Mg85Zn12,1
Co70Cr10P20,1
Co66Cr18Zr16,1
Co67.5Cr16Zr16.5,1
Co69Cr14Zr17,1
Co71Cr12Zr17,1
Co72.5Cr10Zr17.5,1
Co72.8Cr20Zr7.2,1
Co74.5Cr8Zr17.5,1
Co75Cr18Zr7,1
Co76.5Cr6Zr17.5,1
Co77.5Cr16Zr6.5,1
Co78.5Cr4Zr17.5,1
Co80Cr14Zr6,1
Co81Cr2Zr17,1
Co82Cr12Zr6,1
Co84Cr0Zr16,1
Co84Cr10Zr6,1
Co85.5Cr8Zr6.5,1
Co87.2Cr6Zr6.8,1
Co88.5Cr4Zr7.5,1
Co89.7Cr2Zr8.3,1
Co91Cr0Zr9,1
Co60Cr30Zr10,1
Co65Cr25Zr10,1
Co70Cr20Zr10,1
Co75Cr15Zr10,1
Co80Cr10Zr10,1
Co85Cr5Zr10,1
Co90Cr0Zr10,1
Co75.4Cr12.6Zr12,1
Co77Cr11.6Zr11.4,1
Co78Cr11.2Zr10.8,1
Co79Cr10.6Zr10.4,1
Co81.2Cr9.6Zr9.2,1
Co83.4Cr8.3Zr8.3,1
Co72.9Cr17.1Zr10,1
Co0Fe90Zr10,1
Co10Fe80Zr10,1
Co18Fe72Zr10,1
Co30Fe60Zr10,1
Co45Fe45Zr10,1
Co60Fe30Zr10,1
Co72Fe18Zr10,1
Co9Fe81Zr10,1
Co27Fe63Zr10,1
Co36Fe54Zr10,1
Co54Fe36Zr10,1
Co90Fe0Zr10,1
Co4Fe86Zr10,1
Co20Fe70Zr10,1
Co40Fe50Zr10,1
Co50Fe40Zr10,1
Co70Fe20Zr10,1
Co80Fe10Zr10,1
Co85Fe5Zr10,1
Co0Fe30Zr70,1
Co0Fe91Zr9,1
Co30Fe0Zr70,1
Co55Fe0Zr45,1
Co85Fe0Zr15,1
Co22.5Fe67.5Zr10,1
Co67.5Fe22.5Zr10,1
Co70.6Gd14Mo15.4,1
Co72.8Gd19.4Mo7.8,1
Co73Gd12.9Mo14.1,1
Co75.6Gd8.4Mo16,1
Co30Hf67P3,1
Co33Hf67P0,1
Co24Hf67Si9,1
Co33Hf67Si0,1
Co0Mn90Zr10,1
Co2Mn88Zr10,1
Co5Mn85Zr10,1
Co10Mn80Zr10,1
Co65.5Mo20Zr14.5,1
Co67Mo18Zr15,1
Co68.6Mo16Zr15.4,1
Co70.3Mo14Zr15.7,1
Co72Mo12Zr16,1
Co74Mo10Zr16,1
Co74.8Mo20Zr5.2,1
Co75.7Mo8Zr16.3,1
Co77Mo18Zr5,1
Co77.5Mo6Zr16.5,1
Co79Mo16Zr5,1
Co79.7Mo4Zr16.3,1
Co81Mo14Zr5,1
Co82Mo2Zr16,1
Co83Mo12Zr5,1
Co84Mo0Zr16,1
Co84.8Mo10Zr5.2,1
Co86.5Mo8Zr5.5,1
Co88Mo6Zr6,1
Co89Mo4Zr7,1
Co90Mo2Zr8,1
Co91Mo0Zr9,1
Co80Mo9.5Zr10.5,1
Co74.5Mo13Zr12.5,1
Co78Mo10.8Zr11.2,1
Co79.5Mo10Zr10.5,1
Co80Mo10Zr10,1
Co81.6Mo9Zr9.4,1
Co82.4Mo8.6Zr9,1
Co85Mo5Zr10,1
Co86.2Mo6.4Zr7.4,1
Co90Mo0Zr10,1
Co2Ni77P21,1
Co2Ni78.5P19.5,1
Co2Ni80P18,1
Co3.5Ni75.5P21,1
Co3.5Ni77P19.5,1
Co3.5Ni78.5P18,1
Co5Ni74P21,1
Co5Ni75.5P19.5,1
Co5Ni77P18,1
Co7Ni72P21,1
Co7Ni73.5P19.5,1
Co7Ni75P18,1
Co9Ni72P19,1
Co2Ni76P22,0
Co2Ni81P17,0
Co3.5Ni74.5P22,0
Co3.5Ni79.5P17,0
Co5Ni73P22,0
Co5Ni78P17,0
Co7Ni71P22,0
Co7Ni76P17,0
Co9Ni69.5P21.5,0
Co9Ni74P17,0
Co10Ni68.5P21.5,0
Co10Ni71P19,0
Co10Ni73P17,0
Co12.5Ni66P21.5,0
Co12.5Ni68.5P19,0
Co12.5Ni70.5P17,0
Co14Ni64.5P21.5,0
Co14Ni67P19,0
Co14Ni69P17,0
Co16Ni65P19,0
Co0Ni50Ta50,1
Co10Ni40Ta50,1
Co80Ni10Zr10,1
Co85Ni5Zr10,1
Co88Ni2Zr10,1
Co90Ni0Zr10,1
Co30Ni20Zr50,1
Co0Ni33Zr67,1
Co33Ni0.05Zr66.95,1
Co33Ni0.1Zr66.9,1
Co33Ni0.15Zr66.85,1
Co33Ni0.2Zr66.8,1
Co15Ni28.05Zr56.95,1
Co5Ni31.35Zr63.65,1
Co10Ni29.7Zr60.3,1
Co20Ni26.4Zr53.6,1
Co22P11Zr67,1
Co28P5Zr67,1
Co33P0Zr67,1
Co1.7Pd81.8Si16.5,1
Co4.2Pd79.3Si16.5,1
Co6.7Pd76.8Si16.5,1
Co10Pd73.5Si16.5,1
Co12.5Pd71Si16.5,1
Co15Pd68.5Si16.5,1
Co20.9Pd62.6Si16.5,0
Co10Pd70Si20,1
Co25Pd10Zr65,1
Co30Pd5Zr65,1
Co34Pd1Zr65,1
Co54Pd1Zr45,1
Co85Si5Zr10,1
Co88Si2Zr10,1
Co90Si0Zr10,1
Co66V20Zr14,1
Co67.5V18Zr14.5,1
Co69.2V16Zr14.8,1
Co71V14Zr15,1
Co72.5V20Zr7.5,1
Co72.8V12Zr15.2,1
Co74.5V10Zr15.5,1
Co75V18Zr7,1
Co76.3V8Zr15.7,1
Co77.2V16Zr6.8,1
Co78V6Zr16,1
Co79.5V14Zr6.5,1
Co80V4Zr16,1
Co81.5V12Zr6.5,1
Co82V2Zr16,1
Co83.5V10Zr6.5,1
Co84V0Zr16,1
Co85V8Zr7,1
Co86.5V6Zr7.5,1
Co88V4Zr8,1
Co89.5V2Zr8.5,1
Co91V0Zr9,1
Co75.8V12Zr12.2,1
Co79.2V10.6Zr10.2,1
Co80V10Zr10,1
Co81.8V9Zr9.2,1
Co84V8Zr8,1
Co85V5Zr10,1
Co90V0Zr10,1
Co74W12Zr14,1
Co74W13Zr13,1
Co74.5W14Zr11.5,1
Co75W10Zr15,1
Co76.4W8Zr15.6,1
Co77W14Zr9,1
Co78.2W6Zr15.8,1
Co79.5W13Zr7.5,1
Co80W4Zr16,1
Co82W2Zr16,1
Co82W12Zr6,1
Co84W0Zr16,1
Co84.8W10Zr5.2,1
Co86.8W8Zr5.2,1
Co88.5W6Zr5.5,1
Co89.8W4Zr6.2,1
Co90.2W2Zr7.8,1
Co91W0Zr9,1
